Salón,Entidad,Distrito,ZORE,ARE,Responsable,Codigo,ID_survey,LINK,,,,
3001-15091,30,1,15,91,Teresa,66563,103194,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=103194&ou=66563,,,,
3001-16092,30,1,16,92,Teresa,66564,85168,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=85168&ou=66564,,,,
3001-16093,30,1,16,93,Teresa,66565,92821,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=92821&ou=66565,,,,
3001-16094,30,1,16,94,Teresa,66566,68022,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=68022&ou=66566,,,,
3001-16095,30,1,16,95,Teresa,66567,31668,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=31668&ou=66567,,,,
3001-16096,30,1,16,96,Teresa,66568,103476,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=103476&ou=66568,,,,
3001-16097,30,1,16,97,Teresa,66569,86524,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=86524&ou=66569,,,,
3001-17098,30,1,17,98,Teresa,66570,95023,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=95023&ou=66570,,,,
3001-17099,30,1,17,99,Teresa,66571,58530,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=58530&ou=66571,,,,
3001-17100,30,1,17,100,Teresa,66572,103242,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=103242&ou=66572,,,,
3001-17101,30,1,17,101,Teresa,66573,58349,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=58349&ou=66573,,,,
3001-17102,30,1,17,102,Teresa,66574,95311,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=95311&ou=66574,,,,
3001-18103,30,1,18,103,Teresa,66575,31914,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=31914&ou=66575,,,,
3001-18104,30,1,18,104,Teresa,66576,47163,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=47163&ou=66576,,,,
3001-18105,30,1,18,105,Teresa,66577,67768,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=67768&ou=66577,,,,
3001-18106,30,1,18,106,Teresa,66578,102552,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=102552&ou=66578,,,,
3001-18107,30,1,18,107,Teresa,66579,67996,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=67996&ou=66579,,,,
3001-19108,30,1,19,108,Teresa,66580,97344,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=97344&ou=66580,,,,
3001-19109,30,1,19,109,Teresa,66581,106889,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=106889&ou=66581,,,,
3001-19110,30,1,19,110,Teresa,66582,97674,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=97674&ou=66582,,,,
3001-19111,30,1,19,111,Teresa,66583,94598,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=94598&ou=66583,,,,
3001-19112,30,1,19,112,Teresa,66584,32022,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32022&ou=66584,,,,
3001-19113,30,1,19,113,Teresa,66585,31638,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=31638&ou=66585,,,,
3001-20114,30,1,20,114,Teresa,66586,47106,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=47106&ou=66586,,,,
3001-20115,30,1,20,115,Teresa,66587,89974,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=89974&ou=66587,,,,
3001-20116,30,1,20,116,Teresa,66588,86656,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=86656&ou=66588,,,,
3001-20117,30,1,20,117,Teresa,66589,47298,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=47298&ou=66589,,,,
3001-20118,30,1,20,118,Teresa,66590,89055,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=89055&ou=66590,,,,
3001-20119,30,1,20,119,Teresa,66591,106469,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=106469&ou=66591,,,,
3001-21120,30,1,21,120,Teresa,66592,100734,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=100734&ou=66592,,,,
3001-21121,30,1,21,121,Teresa,66593,104046,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=104046&ou=66593,,,,
3001-21122,30,1,21,122,Teresa,66594,58445,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=58445&ou=66594,,,,
3001-21123,30,1,21,123,Teresa,66595,31776,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=31776&ou=66595,,,,
3001-21124,30,1,21,124,Teresa,66596,92335,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=92335&ou=66596,,,,
3001-21125,30,1,21,125,Teresa,66597,101970,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=101970&ou=66597,,,,
3001-21126,30,1,21,126,Teresa,66598,86375,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=86375&ou=66598,,,,
3002-01001,30,2,1,1,Teresa,66600,31939,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=31939&ou=66600,,,,
3002-02006,30,2,2,6,Teresa,66605,32089,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32089&ou=66605,,,,
3002-02008,30,2,2,8,Teresa,66607,105618,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=105618&ou=66607,,,,
3002-02009,30,2,2,9,Teresa,66608,100578,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=100578&ou=66608,,,,
3002-02010,30,2,2,10,Teresa,66609,97020,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=97020&ou=66609,,,,
3002-03011,30,2,3,11,Teresa,66610,47401,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=47401&ou=66610,,,,
3002-03014,30,2,3,14,Teresa,66613,107411,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=107411&ou=66613,,,,
3002-04017,30,2,4,17,Teresa,66616,31968,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=31968&ou=66616,,,,
3002-04018,30,2,4,18,Teresa,66617,58505,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=58505&ou=66617,,,,
3002-05025,30,2,5,25,Teresa,66624,79169,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=79169&ou=66624,,,,
3002-05026,30,2,5,26,Teresa,66625,88768,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=88768&ou=66625,,,,
3002-05027,30,2,5,27,Teresa,66626,31836,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=31836&ou=66626,,,,
3002-05028,30,2,5,28,Teresa,66627,47269,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=47269&ou=66627,,,,
3002-06029,30,2,6,29,Teresa,66628,58877,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=58877&ou=66628,,,,
3002-06030,30,2,6,30,Teresa,66629,106451,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=106451&ou=66629,,,,
3002-06031,30,2,6,31,Teresa,66630,68302,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=68302&ou=66630,,,,
3002-06032,30,2,6,32,Teresa,66631,58937,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=58937&ou=66631,,,,
3002-06033,30,2,6,33,Teresa,66632,82936,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=82936&ou=66632,,,,
3002-06034,30,2,6,34,Teresa,66633,92539,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=92539&ou=66633,,,,
3002-06035,30,2,6,35,Teresa,66634,108120,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=108120&ou=66634,,,,
3002-06036,30,2,6,36,Teresa,66635,79258,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=79258&ou=66635,,,,
3002-07037,30,2,7,37,Teresa,66636,94387,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=94387&ou=66636,,,,
3002-07039,30,2,7,39,Teresa,66638,31998,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=31998&ou=66638,,,,
3002-07040,30,2,7,40,Teresa,66639,99451,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=99451&ou=66639,,,,
3002-07041,30,2,7,41,Teresa,66640,47251,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=47251&ou=66640,,,,
3002-08042,30,2,8,42,Teresa,66641,67954,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=67954&ou=66641,,,,
3002-08044,30,2,8,44,Teresa,66643,100380,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=100380&ou=66643,,,,
3002-09049,30,2,9,49,Teresa,66648,74406,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=74406&ou=66648,,,,
3002-09052,30,2,9,52,Teresa,66651,84659,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=84659&ou=66651,,,,
3002-10054,30,2,10,54,Teresa,66653,105635,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=105635&ou=66653,,,,
3002-12065,30,2,12,65,Teresa,66664,47791,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=47791&ou=66664,,,,
3002-12066,30,2,12,66,Teresa,66665,47088,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=47088&ou=66665,,,,
3002-12067,30,2,12,67,Teresa,66666,58631,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=58631&ou=66666,,,,
3002-12070,30,2,12,70,Teresa,66669,68146,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=68146&ou=66669,,,,
3002-13074,30,2,13,74,Teresa,66673,90231,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=90231&ou=66673,,,,
3002-14076,30,2,14,76,Teresa,66675,32214,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32214&ou=66675,,,,
3002-14077,30,2,14,77,Teresa,66676,87675,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=87675&ou=66676,,,,
3002-14080,30,2,14,80,Teresa,66679,87351,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=87351&ou=66679,,,,
3002-14082,30,2,14,82,Teresa,66681,32143,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32143&ou=66681,,,,
3002-15087,30,2,15,87,Teresa,66686,32570,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32570&ou=66686,,,,
3002-15088,30,2,15,88,Teresa,66687,93470,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=93470&ou=66687,,,,
3002-16089,30,2,16,89,Teresa,66688,74525,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=74525&ou=66688,,,,
3002-16090,30,2,16,90,Teresa,66689,32328,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32328&ou=66689,,,,
3002-16091,30,2,16,91,Teresa,66690,58661,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=58661&ou=66690,,,,
3002-16092,30,2,16,92,Teresa,66691,47376,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=47376&ou=66691,,,,
3002-16093,30,2,16,93,Teresa,66692,47550,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=47550&ou=66692,,,,
3002-17103,30,2,17,103,Teresa,66702,103519,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=103519&ou=66702,,,,
3002-18104,30,2,18,104,Teresa,66703,85055,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=85055&ou=66703,,,,
3002-18105,30,2,18,105,Teresa,66704,58848,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=58848&ou=66704,,,,
3002-18106,30,2,18,106,Teresa,66705,82276,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=82276&ou=66705,,,,
3002-18107,30,2,18,107,Teresa,66706,104004,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=104004&ou=66706,,,,
3002-18108,30,2,18,108,Teresa,66707,59549,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59549&ou=66707,,,,
3002-19109,30,2,19,109,Teresa,66708,105479,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=105479&ou=66708,,,,
3002-19110,30,2,19,110,Teresa,66709,86626,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=86626&ou=66709,,,,
3002-19111,30,2,19,111,Teresa,66710,32617,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32617&ou=66710,,,,
3002-19113,30,2,19,113,Teresa,66712,98316,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=98316&ou=66712,,,,
3002-19114,30,2,19,114,Teresa,66713,95965,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=95965&ou=66713,,,,
3002-20116,30,2,20,116,Teresa,66715,32502,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32502&ou=66715,,,,
3002-21122,30,2,21,122,Teresa,66721,86182,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=86182&ou=66721,,,,
3002-21123,30,2,21,123,Teresa,66722,91088,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=91088&ou=66722,,,,
3003-01001,30,3,1,1,Teresa,66726,67984,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=67984&ou=66726,,,,
3003-01002,30,3,1,2,Teresa,66727,75064,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=75064&ou=66727,,,,
3003-01003,30,3,1,3,Teresa,66728,92575,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=92575&ou=66728,,,,
3003-01004,30,3,1,4,Teresa,66729,32736,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32736&ou=66729,,,,
3003-01005,30,3,1,5,Teresa,66730,58709,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=58709&ou=66730,,,,
3003-01006,30,3,1,6,Teresa,66731,47520,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=47520&ou=66731,,,,
3003-02007,30,3,2,7,Teresa,66732,97092,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=97092&ou=66732,,,,
3003-02008,30,3,2,8,Teresa,66733,96025,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=96025&ou=66733,,,,
3003-02009,30,3,2,9,Teresa,66734,32784,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32784&ou=66734,,,,
3003-02010,30,3,2,10,Teresa,66735,59051,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59051&ou=66735,,,,
3003-02011,30,3,2,11,Teresa,66736,47736,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=47736&ou=66736,,,,
3003-02012,30,3,2,12,Teresa,66737,91556,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=91556&ou=66737,,,,
3003-03013,30,3,3,13,Teresa,66738,59651,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59651&ou=66738,,,,
3003-03014,30,3,3,14,Teresa,66739,102888,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=102888&ou=66739,,,,
3003-03015,30,3,3,15,Teresa,66740,99097,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=99097&ou=66740,,,,
3003-03016,30,3,3,16,Teresa,66741,32712,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32712&ou=66741,,,,
3003-03017,30,3,3,17,Teresa,66742,92384,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=92384&ou=66742,,,,
3003-03018,30,3,3,18,Teresa,66743,68375,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=68375&ou=66743,,,,
3003-04019,30,3,4,19,Teresa,66744,68428,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=68428&ou=66744,,,,
3003-04020,30,3,4,20,Teresa,66745,95425,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=95425&ou=66745,,,,
3003-04021,30,3,4,21,Teresa,66746,58966,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=58966&ou=66746,,,,
3003-04022,30,3,4,22,Teresa,66747,47688,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=47688&ou=66747,,,,
3003-04023,30,3,4,23,Teresa,66748,32910,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32910&ou=66748,,,,
3003-05025,30,3,5,25,Teresa,66750,32682,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32682&ou=66750,,,,
3003-05026,30,3,5,26,Teresa,66751,87054,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=87054&ou=66751,,,,
3003-05027,30,3,5,27,Teresa,66752,32809,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32809&ou=66752,,,,
3003-05028,30,3,5,28,Teresa,66753,102528,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=102528&ou=66753,,,,
3003-05029,30,3,5,29,Teresa,66754,68585,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=68585&ou=66754,,,,
3003-05030,30,3,5,30,Teresa,66755,32526,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32526&ou=66755,,,,
3003-06031,30,3,6,31,Teresa,66756,47766,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=47766&ou=66756,,,,
3003-06032,30,3,6,32,Teresa,66757,84995,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=84995&ou=66757,,,,
3003-06033,30,3,6,33,Teresa,66758,32940,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32940&ou=66758,,,,
3003-06034,30,3,6,34,Teresa,66759,32658,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32658&ou=66759,,,,
3003-06036,30,3,6,36,Teresa,66761,100146,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=100146&ou=66761,,,,
3003-07038,30,3,7,38,Teresa,66763,68531,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=68531&ou=66763,,,,
3003-07039,30,3,7,39,Teresa,66764,91868,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=91868&ou=66764,,,,
3003-07042,30,3,7,42,Teresa,66767,47352,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=47352&ou=66767,,,,
3003-08043,30,3,8,43,Teresa,66768,32982,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32982&ou=66768,,,,
3003-08044,30,3,8,44,Teresa,66769,68560,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=68560&ou=66769,,,,
3003-08045,30,3,8,45,Teresa,66770,98208,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=98208&ou=66770,,,,
3003-08046,30,3,8,46,Teresa,66771,88359,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=88359&ou=66771,,,,
3003-08047,30,3,8,47,Teresa,66772,99564,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=99564&ou=66772,,,,
3003-08048,30,3,8,48,Teresa,66773,100770,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=100770&ou=66773,,,,
3003-09050,30,3,9,50,Teresa,66775,48054,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48054&ou=66775,,,,
3003-09051,30,3,9,51,Teresa,66776,86020,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=86020&ou=66776,,,,
3003-09052,30,3,9,52,Teresa,66777,33121,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33121&ou=66777,,,,
3003-09053,30,3,9,53,Teresa,66778,47970,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=47970&ou=66778,,,,
3003-09054,30,3,9,54,Teresa,66779,32838,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32838&ou=66779,,,,
3003-10055,30,3,10,55,Teresa,66780,99330,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=99330&ou=66780,,,,
3003-10056,30,3,10,56,Teresa,66781,91329,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=91329&ou=66781,,,,
3003-10057,30,3,10,57,Teresa,66782,74466,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=74466&ou=66782,,,,
3003-10058,30,3,10,58,Teresa,66783,47850,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=47850&ou=66783,,,,
3003-10059,30,3,10,59,Teresa,66784,48132,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48132&ou=66784,,,,
3003-10060,30,3,10,60,Teresa,66785,93817,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=93817&ou=66785,,,,
3003-11061,30,3,11,61,Teresa,66786,32892,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32892&ou=66786,,,,
3003-11062,30,3,11,62,Teresa,66787,33174,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33174&ou=66787,,,,
3003-11063,30,3,11,63,Teresa,66788,59507,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59507&ou=66788,,,,
3003-11064,30,3,11,64,Teresa,66789,58902,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=58902&ou=66789,,,,
3003-11065,30,3,11,65,Teresa,66790,99828,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=99828&ou=66790,,,,
3003-12067,30,3,12,67,Teresa,66792,68218,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=68218&ou=66792,,,,
3003-12068,30,3,12,68,Teresa,66793,97554,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=97554&ou=66793,,,,
3003-12069,30,3,12,69,Teresa,66794,33074,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33074&ou=66794,,,,
